Frame,Time (s),Total Vehicles,Congestion Index,car,truck,bus
671,22.366666666666667,5,1.0,5,0,0
672,22.4,7,1.4,5,2,0
673,22.433333333333334,6,1.2,5,1,0
674,22.466666666666665,7,1.4,5,2,0
675,22.5,6,1.2,5,1,0
676,22.533333333333335,7,1.4,6,1,0
677,22.566666666666666,7,1.4,6,1,0
678,22.6,7,1.4,5,2,0
679,22.633333333333333,6,1.2,6,0,0
680,22.666666666666668,5,1.0,5,0,0
681,22.7,5,1.0,5,0,0
682,22.733333333333334,7,1.4,6,0,1
683,22.766666666666666,6,1.2,5,0,1
684,22.8,5,1.0,5,0,0
685,22.833333333333332,5,1.0,5,0,0
686,22.866666666666667,5,1.0,5,0,0
687,22.9,6,1.2,6,0,0
688,22.933333333333334,6,1.2,6,0,0
689,22.966666666666665,6,1.2,6,0,0
690,23.0,7,1.4,7,0,0
691,23.033333333333335,8,1.6,6,2,0
692,23.066666666666666,7,1.4,6,1,0
693,23.1,5,1.0,5,0,0
694,23.133333333333333,6,1.2,5,1,0
695,23.166666666666668,5,1.0,5,0,0
696,23.2,7,1.4,6,1,0
697,23.233333333333334,7,1.4,6,0,1
698,23.266666666666666,5,1.0,5,0,0
699,23.3,4,0.8,4,0,0
700,23.333333333333332,6,1.2,5,1,0
701,23.366666666666667,4,0.8,3,0,1
702,23.4,6,1.2,5,0,1
703,23.433333333333334,6,1.2,6,0,0
704,23.466666666666665,6,1.2,5,1,0
705,23.5,5,1.0,4,1,0
706,23.533333333333335,5,1.0,4,0,1
707,23.566666666666666,4,0.8,4,0,0
708,23.6,5,1.0,3,2,0
709,23.633333333333333,5,1.0,4,1,0
710,23.666666666666668,7,1.4,5,1,1
711,23.7,8,1.6,5,2,1
712,23.733333333333334,7,1.4,5,2,0
713,23.766666666666666,6,1.2,5,1,0
714,23.8,6,1.2,5,1,0
715,23.833333333333332,8,1.6,5,2,1
716,23.866666666666667,7,1.4,4,3,0
717,23.9,6,1.2,4,2,0
718,23.933333333333334,7,1.4,4,3,0
719,23.966666666666665,7,1.4,5,1,1
720,24.0,7,1.4,4,3,0
721,24.033333333333335,5,1.0,3,1,1
722,24.066666666666666,7,1.4,5,1,1
723,24.1,7,1.4,5,1,1
724,24.133333333333333,7,1.4,6,0,1
725,24.166666666666668,8,1.6,7,0,1
726,24.2,7,1.4,5,1,1
727,24.233333333333334,8,1.6,6,1,1
728,24.266666666666666,7,1.4,5,1,1
729,24.3,8,1.6,7,0,1
730,24.333333333333332,7,1.4,6,1,0
731,24.366666666666667,8,1.6,7,0,1
732,24.4,8,1.6,7,0,1
733,24.433333333333334,6,1.2,5,0,1
734,24.466666666666665,7,1.4,5,2,0
735,24.5,8,1.6,6,2,0
736,24.533333333333335,7,1.4,5,1,1
737,24.566666666666666,8,1.6,6,1,1
738,24.6,6,1.2,5,0,1
739,24.633333333333333,8,1.6,6,1,1
740,24.666666666666668,9,1.8,7,1,1
741,24.7,10,2.0,8,1,1
742,24.733333333333334,10,2.0,8,1,1
743,24.766666666666666,9,1.8,7,1,1
744,24.8,7,1.4,6,1,0
745,24.833333333333332,7,1.4,6,0,1
746,24.866666666666667,8,1.6,7,1,0
747,24.9,8,1.6,7,1,0
748,24.933333333333334,7,1.4,6,1,0
749,24.966666666666665,7,1.4,5,2,0
750,25.0,6,1.2,5,1,0
751,25.033333333333335,6,1.2,5,1,0
752,25.066666666666666,7,1.4,6,1,0
753,25.1,7,1.4,6,0,1
754,25.133333333333333,7,1.4,6,0,1
755,25.166666666666668,7,1.4,6,1,0
756,25.2,7,1.4,5,1,1
757,25.233333333333334,8,1.6,6,1,1
758,25.266666666666666,8,1.6,6,1,1
759,25.3,8,1.6,6,2,0
760,25.333333333333332,7,1.4,5,2,0
761,25.366666666666667,7,1.4,5,2,0
762,25.4,6,1.2,5,1,0
763,25.433333333333334,5,1.0,4,1,0
764,25.466666666666665,7,1.4,6,1,0
765,25.5,7,1.4,6,1,0
766,25.533333333333335,7,1.4,6,1,0
767,25.566666666666666,7,1.4,6,1,0
768,25.6,7,1.4,6,1,0
769,25.633333333333333,7,1.4,6,1,0
770,25.666666666666668,7,1.4,5,2,0
771,25.7,6,1.2,5,1,0
772,25.733333333333334,7,1.4,6,1,0
773,25.766666666666666,6,1.2,5,1,0
774,25.8,6,1.2,5,1,0
775,25.833333333333332,5,1.0,4,1,0
776,25.866666666666667,5,1.0,4,1,0
777,25.9,7,1.4,6,1,0
778,25.933333333333334,6,1.2,5,1,0
779,25.966666666666665,7,1.4,5,2,0
780,26.0,6,1.2,5,1,0
781,26.033333333333335,6,1.2,5,1,0
782,26.066666666666666,7,1.4,5,2,0
783,26.1,6,1.2,4,2,0
784,26.133333333333333,5,1.0,4,1,0
785,26.166666666666668,5,1.0,4,1,0
786,26.2,5,1.0,3,2,0
787,26.233333333333334,6,1.2,4,2,0
788,26.266666666666666,6,1.2,4,2,0
789,26.3,6,1.2,4,2,0
790,26.333333333333332,7,1.4,5,2,0
791,26.366666666666667,7,1.4,5,2,0
792,26.4,6,1.2,4,2,0
793,26.433333333333334,8,1.6,6,2,0
794,26.466666666666665,9,1.8,7,2,0
795,26.5,9,1.8,7,2,0
796,26.533333333333335,9,1.8,7,2,0
797,26.566666666666666,8,1.6,6,2,0
798,26.6,10,2.0,8,2,0
799,26.633333333333333,8,1.6,6,2,0
800,26.666666666666668,7,1.4,5,2,0
801,26.7,8,1.6,6,2,0
802,26.733333333333334,8,1.6,6,2,0
803,26.766666666666666,8,1.6,6,2,0
804,26.8,7,1.4,5,2,0
805,26.833333333333332,9,1.8,6,3,0
806,26.866666666666667,8,1.6,6,2,0
807,26.9,7,1.4,5,2,0
808,26.933333333333334,10,2.0,7,3,0
809,26.966666666666665,9,1.8,6,3,0
810,27.0,9,1.8,6,3,0
811,27.033333333333335,8,1.6,5,3,0
812,27.066666666666666,9,1.8,6,3,0
813,27.1,9,1.8,6,3,0
814,27.133333333333333,9,1.8,6,3,0
815,27.166666666666668,9,1.8,7,2,0
816,27.2,8,1.6,6,2,0
817,27.233333333333334,9,1.8,6,3,0
818,27.266666666666666,8,1.6,6,2,0
819,27.3,8,1.6,6,2,0
820,27.333333333333332,9,1.8,7,2,0
821,27.366666666666667,9,1.8,7,2,0
822,27.4,9,1.8,6,3,0
823,27.433333333333334,10,2.0,7,3,0
824,27.466666666666665,9,1.8,6,3,0
825,27.5,8,1.6,5,3,0
826,27.533333333333335,10,2.0,7,3,0
827,27.566666666666666,10,2.0,7,3,0
828,27.6,9,1.8,6,3,0
829,27.633333333333333,10,2.0,7,3,0
830,27.666666666666668,9,1.8,6,3,0
831,27.7,11,2.2,7,3,1
832,27.733333333333334,12,2.4,8,3,1
833,27.766666666666666,12,2.4,8,3,1
834,27.8,12,2.4,8,3,1
835,27.833333333333332,12,2.4,8,3,1
836,27.866666666666667,11,2.2,7,3,1
837,27.9,11,2.2,7,3,1
838,27.933333333333334,12,2.4,7,3,2
839,27.966666666666665,10,2.0,6,2,2
840,28.0,8,1.6,6,2,0
841,28.033333333333335,11,2.2,8,3,0
842,28.066666666666666,10,2.0,7,3,0
843,28.1,10,2.0,7,3,0
844,28.133333333333333,11,2.2,8,3,0
845,28.166666666666668,10,2.0,8,2,0
846,28.2,11,2.2,8,2,1
847,28.233333333333334,11,2.2,8,2,1
848,28.266666666666666,10,2.0,7,3,0
849,28.3,9,1.8,6,3,0
850,28.333333333333332,10,2.0,7,3,0
851,28.366666666666667,10,2.0,7,3,0
852,28.4,10,2.0,7,3,0
853,28.433333333333334,10,2.0,7,3,0
854,28.466666666666665,10,2.0,7,3,0
855,28.5,10,2.0,7,3,0
856,28.533333333333335,10,2.0,7,3,0
857,28.566666666666666,9,1.8,6,3,0
858,28.6,10,2.0,7,3,0
859,28.633333333333333,9,1.8,6,3,0
860,28.666666666666668,9,1.8,6,3,0
861,28.7,9,1.8,6,3,0
862,28.733333333333334,9,1.8,6,3,0
863,28.766666666666666,8,1.6,5,3,0
864,28.8,8,1.6,5,3,0
865,28.833333333333332,8,1.6,5,3,0
866,28.866666666666667,10,2.0,7,3,0
867,28.9,9,1.8,6,3,0
868,28.933333333333334,10,2.0,7,3,0
869,28.966666666666665,10,2.0,7,3,0
870,29.0,10,2.0,7,3,0
871,29.033333333333335,9,1.8,6,3,0
872,29.066666666666666,8,1.6,5,3,0
873,29.1,8,1.6,5,2,1
874,29.133333333333333,8,1.6,5,3,0
875,29.166666666666668,8,1.6,5,2,1
876,29.2,10,2.0,6,3,1
877,29.233333333333334,10,2.0,6,3,1
878,29.266666666666666,9,1.8,6,3,0
879,29.3,9,1.8,6,3,0
880,29.333333333333332,9,1.8,6,3,0
881,29.366666666666667,10,2.0,7,3,0
882,29.4,10,2.0,7,2,1
883,29.433333333333334,10,2.0,7,2,1
884,29.466666666666665,10,2.0,7,2,1
885,29.5,9,1.8,6,2,1
886,29.533333333333335,7,1.4,4,2,1
887,29.566666666666666,7,1.4,4,2,1
888,29.6,7,1.4,4,2,1
889,29.633333333333333,8,1.6,5,2,1
890,29.666666666666668,8,1.6,4,3,1
891,29.7,7,1.4,4,2,1
892,29.733333333333334,7,1.4,5,2,0
893,29.766666666666666,8,1.6,5,2,1
894,29.8,8,1.6,5,3,0
895,29.833333333333332,8,1.6,5,2,1
896,29.866666666666667,8,1.6,5,2,1
897,29.9,7,1.4,5,2,0
898,29.933333333333334,8,1.6,5,2,1
899,29.966666666666665,8,1.6,5,2,1
